"string_id","section_id","section","element","status","en","es","translator_notes"
"csc-021","brief","Brief · La versión corta","p","REVISED","Real expertise and a real audience, delivered post by post and dependent on Nari being present.","Experiencia real, una audiencia comprometida y años de conocimiento acumulado. Pero todo se sostenía en la presencia constante de Nari y avanzaba publicación por publicación.",""
"csc-022","brief","Brief · La versión corta","p","REVISED","The read","LA CLAVE",""
"csc-023","brief","Brief · La versión corta","p","REVISED","Parents arrive in crisis, not curiosity","Las familias llegan buscando ayuda, no contenido",""
"csc-024","brief","Brief · La versión corta","p","REVISED","One finding reframed the engagement from a content problem into a support problem.","Un hallazgo cambió por completo el enfoque: el reto no era producir más contenido, sino construir una mejor forma de acompañar a las familias.",""
"csc-025","brief","Brief · La versión corta","p","REVISED","What I built","LO QUE CONSTRUÍ",""
"csc-026","brief","Brief · La versión corta","p","REVISED","A practice system, not a website","Un sistema para la práctica, no solo un sitio web",""
"csc-027","brief","Brief · La versión corta","p","REVISED","Four protocols, a bilingual platform, a governed brand system, and the operating model behind them.","Cuatro protocolos, una plataforma bilingüe, un sistema de marca con reglas claras y el modelo operativo necesario para sostener la práctica y hacerla crecer.",""
"csc-028","brief","Brief · La versión corta","p","REVISED","Where it stands","DÓNDE ESTÁ HOY",""
"csc-029","brief","Brief · La versión corta","p","REVISED","Attention validated. Distribution not yet","El interés ya está validado. La distribución, todavía no.",""
"csc-030","brief","Brief · La versión corta","p","REVISED","Parents stay with the support and move deeper into it. Reach, adoption, and revenue remain unproven.","Las familias que llegan encuentran apoyo y continúan avanzando dentro de la experiencia. Lo que todavía falta probar es si ese interés puede traducirse en mayor alcance, adopción e ingresos sostenibles.",""
"csc-031","starting-point","01 · La situación","span","REVISED","The situation","01 · LA SITUACIÓN",""
"csc-032","starting-point","01 · La situación","h2","REVISED","The value was real. It had nowhere to live","El valor ya estaba ahí. Faltaba estructura.",""
"csc-033","starting-point","01 · La situación","h3","REVISED","What already existed","LO QUE YA EXISTÍA",""
"csc-034","starting-point","01 · La situación","p","REVISED","Nari","NARI",""
"csc-035","starting-point","01 · La situación","p","REVISED","Trusted voice","Una voz que ya generaba confianza",""
"csc-036","starting-point","01 · La situación","p","REVISED","Teaching, public work, and lived experience in one presence.","Años de enseñanza, trabajo público y experiencia vivida sostenidos por la presencia directa de Nari.",""
"csc-037","starting-point","01 · La situación","p","REVISED","Audience","AUDIENCIA",""
"csc-038","starting-point","01 · La situación","p","REVISED","Existing audience","Una audiencia que ya estaba ahí",""
"csc-039","starting-point","01 · La situación","p","REVISED","A community already gathering around the work.","Personas y familias que ya seguían, compartían y acudían a su trabajo.",""
"csc-040","starting-point","01 · La situación","p","REVISED","Knowledge","CONOCIMIENTO",""
"csc-041","starting-point","01 · La situación","p","REVISED","Recurring expertise","Una práctica afinada por la experiencia",""
"csc-042","starting-point","01 · La situación","p","REVISED","Workshops, materials, and explanations shaped by repetition.","Talleres, materiales y explicaciones refinados con el tiempo a través de la práctica y el aprendizaje continuo.",""
"csc-043","starting-point","01 · La situación","p","REVISED","Identity","IDENTIDAD",""
"csc-044","starting-point","01 · La situación","p","REVISED","Recognizable early identity","Una identidad visual ya reconocible",""
"csc-045","starting-point","01 · La situación","p","REVISED","Logo, templates, and visual references in use.","Un logo, plantillas y referencias visuales que ya daban forma a una expresión propia.",""
"csc-046","starting-point","01 · La situación","span","DRAFT","What needed to be organized","Lo que hacía falta estructurar",""
"csc-047","starting-point","01 · La situación","div [aria-label]","DRAFT","Source material","Material de origen",""
"csc-048","starting-point","01 · La situación","span","REVISED","Workshops","Talleres",""
"csc-049","starting-point","01 · La situación","span","REVISED","Teaching","Enseñanza",""
"csc-050","starting-point","01 · La situación","span","REVISED","Recurring explanations","Explicaciones recurrentes",""
"csc-051","starting-point","01 · La situación","span","REVISED","Lived experience","Experiencia vivida",""
"csc-052","starting-point","01 · La situación","span","REVISED","Language","Lenguaje",""
"csc-053","starting-point","01 · La situación","span","REVISED","Audience questions","Preguntas de la audiencia",""
"csc-054","starting-point","01 · La situación","span","REVISED","Recurring situations","Situaciones recurrentes",""
"csc-055","starting-point","01 · La situación","div [aria-label]","DRAFT","Discovery material from the April 8, 2026 initial intake showing common questions and recurring themes","Material de descubrimiento del levantamiento inicial del 8 de abril de 2026, mostrando preguntas comunes y temas recurrentes",""
"csc-056","starting-point","01 · La situación","span","DRAFT","Discovery material","Material de descubrimiento",""
"csc-057","starting-point","01 · La situación","span","DRAFT","Initial intake · April 8, 2026","Levantamiento inicial · 8 de abril, 2026",""
"csc-058","starting-point","01 · La situación","li","REVISED","“My child is hitting/screaming. What do I do right now?”","“Mi hijo está golpeando/gritando. ¿Qué hago ahora mismo?”",""
"csc-059","starting-point","01 · La situación","li","REVISED","“I’m losing control. How do I not react?”","“Estoy perdiendo el control. ¿Cómo no reacciono?”",""
"csc-060","starting-point","01 · La situación","li","REVISED","“This is getting worse. How do I de-escalate it?”","“Esto está empeorando. ¿Cómo lo bajo?”",""
"csc-061","starting-point","01 · La situación","span","REVISED","Escalation","Escalada",""
"csc-062","starting-point","01 · La situación","span","REVISED","Regulation","Regulación",""
"csc-063","starting-point","01 · La situación","span","REVISED","Structure","Estructura",""
"csc-064","starting-point","01 · La situación","span","REVISED","Communication","Comunicación",""
"csc-065","starting-point","01 · La situación","span","REVISED","Guidance","Orientación",""
"csc-066","starting-point","01 · La situación","span","REVISED","Real-time intervention","Intervención en tiempo real",""
"csc-067","starting-point","01 · La situación","ul [aria-label]","REVISED","Analysis process from source material to emerging structure","Proceso de análisis desde el material fuente hasta la estructura emergente",""
"csc-068","starting-point","01 · La situación","span","DRAFT","Collect","Recolectar",""
"csc-069","starting-point","01 · La situación","span","REVISED","Compare","Comparar",""
"csc-070","starting-point","01 · La situación","span","REVISED","Cluster","Agrupar",""
"csc-071","starting-point","01 · La situación","span","REVISED","Synthesize","Sintetizar",""
"csc-072","the-read","02 · El diagnóstico","span","DRAFT","The diagnosis","El diagnóstico",""
"csc-073","the-read","02 · El diagnóstico","h2","DRAFT","Behavior changed the read. [line break] The read changed what we built","El comportamiento cambió la lectura. [line break] La lectura cambió lo que construimos",""
"csc-074","the-read","02 · El diagnóstico","p","DRAFT","Parents arrived activated, scanning, and short on capacity. That behavior pointed to urgency rather than browsing. I ran the material through StrategyIQ, my method for pressure-testing a strategic read against evidence, and it changed the assignment: this was not an information problem to be tidied. It was a support problem, and support had to be designed for the moment it was needed.","Las familias llegaban activadas, escaneando, con poca capacidad disponible: un comportamiento que apuntaba a urgencia, no a exploración. Pasé el material por StrategyIQ, mi método para poner a prueba una lectura estratégica contra la evidencia, y eso cambió el encargo: no era un problema de información que ordenar. Era un problema de apoyo, y el apoyo debía diseñarse para el momento en que se necesita.",""
"csc-075","the-read","02 · El diagnóstico","div [aria-label]","DRAFT","Signal to decision","De la señal a la decisión",""
"csc-076","the-read","02 · El diagnóstico","span","DRAFT","SIGNAL","SEÑAL",""
"csc-077","the-read","02 · El diagnóstico","h3","DRAFT","What we observed","Lo que observamos",""
"csc-078","the-read","02 · El diagnóstico","p","DRAFT","Activated arrival, scanning behavior, and short capacity.","Llegada activada, comportamiento de escaneo y poca capacidad disponible.",""
"csc-079","the-read","02 · El diagnóstico","span","DRAFT","READ","LECTURA",""
"csc-080","the-read","02 · El diagnóstico","h3","DRAFT","What it suggested","Lo que sugería",""
"csc-081","the-read","02 · El diagnóstico","p","DRAFT","Design for the moment of need, not leisurely content consumption.","Diseñar para el momento de necesidad, no para un consumo relajado de contenido.",""
"csc-082","the-read","02 · El diagnóstico","span","DRAFT","DECISION","DECISIÓN",""
"csc-083","the-read","02 · El diagnóstico","h3","DRAFT","What changed","Lo que cambió",""
"csc-084","the-read","02 · El diagnóstico","p","DRAFT","I shifted the work from organizing information to designing support under pressure: clear hierarchy, shorter quick-guide paths, and measurement shaped around urgent arrival rather than unhurried reading.","Cambié el trabajo: de organizar información a diseñar apoyo bajo presión. Jerarquía breve, rutas de protocolo y medición pensadas para una llegada urgente, no para una lectura pausada.",""
"csc-085","the-read","02 · El diagnóstico","img [alt]","DRAFT","StrategyIQ first and second reads showing the shift from emotional urgency to a support ecosystem","Primera y segunda lectura de StrategyIQ, mostrando el paso de urgencia emocional a un ecosistema de apoyo",""
"csc-086","the-read","02 · El diagnóstico","span","DRAFT","READ → DECISION","LECTURA → DECISIÓN",""
"csc-087","the-read","02 · El diagnóstico","p","DRAFT","The first read identified emotional urgency. The closer read exposed a larger requirement: the experience had to respond as a connected system.","La primera lectura identificó urgencia emocional. La lectura más cercana reveló un requerimiento mayor: la experiencia tenía que responder como un sistema conectado.",""
"csc-088","reader-state","03 · THE MOMENT","img [alt]","DRAFT","Illuminated Meltdowns protocol card with subdued supporting cards on the right, leaving a dark reading field on the left","Tarjeta iluminada del protocolo Desbordes con tarjetas de apoyo más tenues a la derecha, dejando un campo de lectura oscuro a la izquierda",""
"csc-089","reader-state","03 · THE MOMENT","span","DRAFT","Designing for the moment","Diseñando para el momento",""
"csc-090","reader-state","03 · THE MOMENT","h2","DRAFT","Parents were not arriving to browse. [line break] They were arriving in need","Las familias no llegaban a explorar. [line break] Llegaban con una necesidad",""
"csc-091","reader-state","03 · THE MOMENT","p","DRAFT","They were exhausted, emotionally activated, and often using one hand while caring for a child. That changed hierarchy, writing, navigation, protocol length, illustration, and the choices offered next.","Estaban exhaustas, emocionalmente activadas y muchas veces usando una sola mano mientras cuidaban a un hijo. Eso cambió la jerarquía, la redacción, la navegación, la extensión de los protocolos, la ilustración y las opciones que se ofrecían después.",""
"csc-092","reader-state","03 · THE MOMENT","p","DRAFT","What the moment demanded","Lo que el momento exigía",""
"csc-093","reader-state","03 · THE MOMENT","div [aria-label]","DRAFT","Parent conditions","Condiciones de las familias",""
"csc-094","reader-state","03 · THE MOMENT","span","DRAFT","Exhausted","Exhaustas",""
"csc-095","reader-state","03 · THE MOMENT","span","DRAFT","Scanning","Escaneando",""
"csc-096","reader-state","03 · THE MOMENT","span","DRAFT","Holding a child","Cargando a un hijo",""
"csc-097","reader-state","03 · THE MOMENT","span","DRAFT","Emotionally activated","Emocionalmente activadas",""
"csc-098","reader-state","03 · THE MOMENT","span","DRAFT","Looking for one useful sentence","Buscando una sola frase útil",""
"csc-099","reader-state","03 · THE MOMENT","p","DRAFT","What I changed because of it","Lo que cambié a partir de eso",""
"csc-100","reader-state","03 · THE MOMENT","ul [aria-label]","DRAFT","Design implications","Implicaciones de diseño",""
"csc-101","reader-state","03 · THE MOMENT","li","DRAFT","Stronger hierarchy","Jerarquía más fuerte",""
"csc-102","reader-state","03 · THE MOMENT","li","DRAFT","Shorter intervention paths","Rutas de intervención más cortas",""
"csc-103","reader-state","03 · THE MOMENT","li","DRAFT","Scannability","Facilidad de escaneo",""
"csc-104","reader-state","03 · THE MOMENT","li","DRAFT","Protocols","Protocolos",""
"csc-105","reader-state","03 · THE MOMENT","li","DRAFT","Navigation","Navegación",""
"csc-106","reader-state","03 · THE MOMENT","li","DRAFT","Writing","Redacción",""
"csc-107","reader-state","03 · THE MOMENT","li","DRAFT","Illustration","Ilustración",""
"csc-108","reader-state","03 · THE MOMENT","li","DRAFT","Support-choice architecture","Arquitectura de elección de apoyo",""
"csc-109","reader-state","03 · THE MOMENT","h3","DRAFT","Scannability is a form of care","La facilidad de escaneo es una forma de cuidado",""
"csc-110","reader-state","03 · THE MOMENT","img [alt]","DRAFT","Parent using the Criar Sin Culpas Desbordes protocol on a phone while holding a child's toy, with annotations showing why the experience works under pressure","Madre o padre usando el protocolo Desbordes de Criar Sin Culpas en el teléfono mientras sostiene el juguete de un hijo, con anotaciones que muestran por qué la experiencia funciona bajo presión",""
"csc-111","reader-state","03 · THE MOMENT","span","DRAFT","REAL-WORLD USE","USO EN LA VIDA REAL",""
"csc-112","reader-state","03 · THE MOMENT","p","DRAFT","Short sections, strong visual anchors, and immediate next steps reduced the amount a parent had to interpret while already overwhelmed.","Secciones cortas, anclas visuales fuertes y próximos pasos inmediatos redujeron lo que una madre o un padre tenía que interpretar mientras ya estaba desbordado.",""
"csc-113","reader-state","03 · THE MOMENT","p","DRAFT","The competing priority was editorial completeness inside each protocol. Evidence about the parent's state favored shorter paths and stronger hierarchy, so I accepted the tradeoff: depth moved into Aprende and later layers to keep the first screen usable under pressure.","La prioridad rival era la completitud editorial dentro de cada protocolo. La evidencia sobre el estado de las familias favorecía rutas más cortas y una jerarquía más fuerte, así que acepté el intercambio: la profundidad se movió a Aprende y a capas posteriores para que la primera pantalla siguiera siendo usable bajo presión.",""
"csc-114","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","The learned identity","La identidad aprendida",""
"csc-115","brand-lineage","04 · THE LEARNED IDENTITY","h2","DRAFT","The identity had to learn before it could be governed","La identidad tuvo que aprender antes de establecer sus propias reglas",""
"csc-116","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","I designed five generations and kept every one of them. Each solved a problem the work had just revealed: recognition became urgency, urgency gained editorial structure, and structure eventually demanded rules for its own evolution.","Diseñé cinco generaciones y conservé todas. Cada una resolvió un problema que el trabajo acababa de revelar: el reconocimiento se volvió urgencia, la urgencia ganó estructura editorial y la estructura acabó exigiendo reglas para su propia evolución.",""
"csc-117","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","Voice","Voz",""
"csc-118","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","Urgency","Urgencia",""
"csc-119","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","Structure","Estructura",""
"csc-120","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","Formalization","Formalización",""
"csc-121","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","Governance","Reglas del sistema",""
"csc-122","brand-lineage","04 · THE LEARNED IDENTITY","div [aria-label]","DRAFT","Historical brand generations","Generaciones históricas de marca",""
"csc-123","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Generation A specimen · Recognition and voice","Espécimen de la Generación A · Reconocimiento y voz",""
"csc-124","brand-lineage","04 · THE LEARNED IDENTITY","div [aria-label]","DRAFT","Generation A palette","Paleta de la Generación A",""
"csc-125","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","A · Superseded","A · Reemplazada",""
"csc-126","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Recognition and voice","Reconocimiento y voz",""
"csc-127","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","Earliest visual home for the voice · warmer than a finished practice.","Primer hogar visual de la voz · más cálido que una práctica terminada.",""
"csc-128","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Generation B specimen · Urgency and intervention","Espécimen de la Generación B · Urgencia e intervención",""
"csc-129","brand-lineage","04 · THE LEARNED IDENTITY","div [aria-label]","DRAFT","Generation B palette","Paleta de la Generación B",""
"csc-130","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","B · Superseded","B · Reemplazada",""
"csc-131","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Urgency and intervention","Urgencia e intervención",""
"csc-132","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","Harder moments pulled the tone toward concentration and intervention.","Los momentos más difíciles llevaron el tono hacia la concentración y la intervención.",""
"csc-133","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Generation C specimen · Editorial structure","Espécimen de la Generación C · Estructura editorial",""
"csc-134","brand-lineage","04 · THE LEARNED IDENTITY","div [aria-label]","DRAFT","Generation C palette","Paleta de la Generación C",""
"csc-135","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","C · Superseded","C · Reemplazada",""
"csc-136","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Editorial structure","Estructura editorial",""
"csc-137","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","Hierarchy and repeatable editorial patterns began to carry the work.","La jerarquía y los patrones editoriales repetibles empezaron a sostener el trabajo.",""
"csc-138","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Generation D specimen · Formalization and governance","Espécimen de la Generación D · Formalización y reglas del sistema",""
"csc-139","brand-lineage","04 · THE LEARNED IDENTITY","div [aria-label]","DRAFT","Generation D palette","Paleta de la Generación D",""
"csc-140","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","D · Superseded","D · Reemplazada",""
"csc-141","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Formalization and governance","Formalización y reglas del sistema",""
"csc-142","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","Coherent enough to document publicly · still evolving underneath.","Suficientemente coherente para documentarse públicamente · aún en evolución por dentro.",""
"csc-143","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Current canonical specimen · Governed System","Espécimen canónico actual · Sistema con reglas claras",""
"csc-144","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","Current · Governed","Actual · Con reglas claras",""
"csc-145","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Governed System","Sistema con reglas claras",""
"csc-146","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","Lessons held together · a warmer system across editorial, product, and practice.","Las lecciones se mantienen unidas · un sistema más cálido a través de lo editorial, el producto y la práctica.",""
"csc-147","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","The iterations were not detours. Each one encoded something the work had taught us.","Las iteraciones no fueron desvíos. Cada una codificó algo que el trabajo nos había enseñado.",""
"csc-148","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Once the practice began evolving through use, evolution itself needed rules","Una vez que la práctica comenzó a evolucionar con el uso, la evolución misma necesitó reglas",""
"csc-149","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","Internal","Interno",""
"csc-150","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","System of Record","Sistema de Registro",""
"csc-151","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","The internal source of truth preserves decisions, lineage, migrations, and unresolved boundaries.","La fuente interna de verdad preserva decisiones, linaje, migraciones y límites sin resolver.",""
"csc-152","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Internal System of Record workspace for Criar Sin Culpas","Espacio de trabajo interno del Sistema de Registro de Criar Sin Culpas",""
"csc-153","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","One source of truth","Una sola fuente de verdad",""
"csc-154","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Historical lineage","Linaje histórico",""
"csc-155","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Migration rules","Reglas de migración",""
"csc-156","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Unresolved boundaries","Límites sin resolver",""
"csc-157","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","INTERNAL · System of Record · Protected operating artifact","INTERNO · Sistema de Registro · Artefacto operativo protegido",""
"csc-158","brand-lineage","04 · THE LEARNED IDENTITY","span","DRAFT","External","Externo",""
"csc-159","brand-lineage","04 · THE LEARNED IDENTITY","h3","DRAFT","Public Brand System","Sistema de Marca Público",""
"csc-160","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","The public system translates that truth into voice, typography, imagery, illustration, and implementation guidance.","El sistema público traduce esa verdad en voz, tipografía, imagen, ilustración y guía de implementación.",""
"csc-161","brand-lineage","04 · THE LEARNED IDENTITY","img [alt]","DRAFT","Current public Brand System palette on criarsinculpas.com/brand","Paleta actual del Sistema de Marca público en criarsinculpas.com/brand",""
"csc-162","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Brand story","Historia de marca",""
"csc-163","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Voice &amp;amp; principles","Voz y principios",""
"csc-164","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Color &amp;amp; type","Color y tipografía",""
"csc-165","brand-lineage","04 · THE LEARNED IDENTITY","li","DRAFT","Photography &amp;amp; illustration","Fotografía e ilustración",""
"csc-166","brand-lineage","04 · THE LEARNED IDENTITY","p","DRAFT","SHIPPED · criarsinculpas.com/brand · Warm Earth","PUBLICADO · criarsinculpas.com/brand · Warm Earth",""
"csc-167","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Visual support infrastructure","Infraestructura visual de apoyo",""
"csc-168","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","h2","DRAFT","Some moments are documented. [line break] Others have to be interpreted","Algunos momentos se documentan. [line break] Otros hay que interpretarlos",""
"csc-169","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","Photography records lived reality. Illustration clarifies the emotional structure of a moment. Together, they help support feel human, recognizable, and usable.","La fotografía registra la realidad vivida. La ilustración clarifica la estructura emocional de un momento. Juntas, ayudan a que el apoyo se sienta humano, reconocible y utilizable.",""
"csc-170","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","h3","DRAFT","Photography","Fotografía",""
"csc-171","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","Records lived reality.","Registra la realidad vivida.",""
"csc-172","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Documentary","Documental",""
"csc-173","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Intimate","Íntima",""
"csc-174","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Warm","Cálida",""
"csc-175","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Human","Humana",""
"csc-176","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Unposed","Sin posar",""
"csc-177","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Natural light","Luz natural",""
"csc-178","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Emotional honesty","Honestidad emocional",""
"csc-179","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","Documentary, not marketing · the moment support becomes possible, not the moment it succeeds.","Documental, no publicitaria · el momento en que el apoyo se vuelve posible, no el momento en que triunfa.",""
"csc-180","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Documentary portrait of Nari Gilberto","Retrato documental de Nari Gilberto",""
"csc-181","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","h3","DRAFT","Illustration","Ilustración",""
"csc-182","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","Clarifies the emotional structure of a moment.","Clarifica la estructura emocional de un momento.",""
"csc-183","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","Un solo dibujo, cuatro distancias.","Un solo dibujo, cuatro distancias.",""
"csc-184","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","div [aria-label]","DRAFT","Illustration distance ladder","Escala de distancias de la ilustración",""
"csc-185","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Cine scale sleep illustration","Ilustración de sueño a escala Cine",""
"csc-186","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Cine","Cine",""
"csc-187","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Foto scale sleep illustration","Ilustración de sueño a escala Foto",""
"csc-188","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Foto","Foto",""
"csc-189","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Pin scale sleep illustration","Ilustración de sueño a escala Pin",""
"csc-190","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Pin","Pin",""
"csc-191","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Símbolo open hand","Símbolo de mano abierta",""
"csc-192","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Símbolo","Símbolo",""
"csc-193","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","div [aria-label]","DRAFT","Symbol set","Sistema de símbolos",""
"csc-194","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Heart symbol","Símbolo de corazón",""
"csc-195","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Heart","Corazón",""
"csc-196","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Brain symbol","Símbolo de cerebro",""
"csc-197","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Brain","Cerebro",""
"csc-198","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","SOS symbol","Símbolo de SOS",""
"csc-199","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","SOS","SOS",""
