id,type,section,source_en,translation_es,notes
01_the_existing_value_starti_023,body,"01 · THE EXISTING VALUE · STARTING POINT","Recurring situations",,""
01_the_existing_value_starti_024,body,"01 · THE EXISTING VALUE · STARTING POINT","Discovery material",,""
01_the_existing_value_starti_025,body,"01 · THE EXISTING VALUE · STARTING POINT","Initial intake · April 8, 2025",,""
01_the_existing_value_starti_026,list,"01 · THE EXISTING VALUE · STARTING POINT","“My child is hitting/screaming. What do I do right now?”",,""
01_the_existing_value_starti_027,list,"01 · THE EXISTING VALUE · STARTING POINT","“I’m losing control. How do I not react?”",,""
01_the_existing_value_starti_028,list,"01 · THE EXISTING VALUE · STARTING POINT","“This is getting worse. How do I de-escalate it?”",,""
01_the_existing_value_starti_029,body,"01 · THE EXISTING VALUE · STARTING POINT","Escalation",,""
01_the_existing_value_starti_030,body,"01 · THE EXISTING VALUE · STARTING POINT","Regulation",,""
01_the_existing_value_starti_031,body,"01 · THE EXISTING VALUE · STARTING POINT","Structure",,""
01_the_existing_value_starti_032,body,"01 · THE EXISTING VALUE · STARTING POINT","Communication",,""
01_the_existing_value_starti_033,body,"01 · THE EXISTING VALUE · STARTING POINT","Guidance",,""
01_the_existing_value_starti_034,body,"01 · THE EXISTING VALUE · STARTING POINT","Real-time intervention",,""
01_the_existing_value_starti_035,list,"01 · THE EXISTING VALUE · STARTING POINT","01 Collect",,""
01_the_existing_value_starti_036,list,"01 · THE EXISTING VALUE · STARTING POINT","02 Compare",,""
01_the_existing_value_starti_037,list,"01 · THE EXISTING VALUE · STARTING POINT","03 Cluster",,""
01_the_existing_value_starti_038,list,"01 · THE EXISTING VALUE · STARTING POINT","04 Synthesize",,""
01_the_existing_value_starti_aria_039,aria,"01 · THE EXISTING VALUE · STARTING POINT","Source material",,"Screen-reader label"
01_the_existing_value_starti_aria_040,aria,"01 · THE EXISTING VALUE · STARTING POINT","Discovery material from the April 8, 2025 initial intake showing common questions and recurring themes",,"Screen-reader label"
01_the_existing_value_starti_aria_041,aria,"01 · THE EXISTING VALUE · STARTING POINT","Analysis process from source material to emerging structure",,"Screen-reader label"
02_the_diagnosis_001,label,"02 · THE DIAGNOSIS","The diagnosis",,""
02_the_diagnosis_002,heading,"02 · THE DIAGNOSIS","Behavior changed the read. / The read changed what we built.",,""
02_the_diagnosis_003,lede,"02 · THE DIAGNOSIS","Parents arrived activated, scanning, and short on capacity. Their behavior pointed to urgency, not leisurely content consumption. StrategyIQ reframed the opportunity from organizing information to designing support for the moment it was needed.",,""
02_the_diagnosis_004,label,"02 · THE DIAGNOSIS","SIGNAL",,""
02_the_diagnosis_005,heading,"02 · THE DIAGNOSIS","What we observed",,""
02_the_diagnosis_006,body,"02 · THE DIAGNOSIS","Activated arrival, scanning behavior, and short capacity.",,""
02_the_diagnosis_007,label,"02 · THE DIAGNOSIS","READ",,""
02_the_diagnosis_008,heading,"02 · THE DIAGNOSIS","What it suggested",,""
02_the_diagnosis_009,body,"02 · THE DIAGNOSIS","Design for the moment of need, not leisurely content consumption.",,""
02_the_diagnosis_010,label,"02 · THE DIAGNOSIS","DECISION",,""
02_the_diagnosis_011,heading,"02 · THE DIAGNOSIS","What changed",,""
02_the_diagnosis_012,body,"02 · THE DIAGNOSIS","The work shifted from organizing information to designing support under pressure.",,""
02_the_diagnosis_013,label,"02 · THE DIAGNOSIS","READ → DECISION",,""
02_the_diagnosis_014,caption,"02 · THE DIAGNOSIS","The first read identified emotional urgency. The closer read exposed a larger requirement: support needed an ecosystem, not another content library.",,""
02_the_diagnosis_alt_015,alt,"02 · THE DIAGNOSIS","StrategyIQ first and second reads showing the shift from emotional urgency to a support ecosystem",,"Image alt text · translate for accessibility"
02_the_diagnosis_aria_016,aria,"02 · THE DIAGNOSIS","Signal to decision",,"Screen-reader label"
03_the_learned_identity_001,label,"03 · THE LEARNED IDENTITY","The learned identity",,""
03_the_learned_identity_002,heading,"03 · THE LEARNED IDENTITY","The identity evolved as the practice became clearer.",,""
03_the_learned_identity_003,lede,"03 · THE LEARNED IDENTITY","Each generation solved a problem the work had revealed. Recognition became urgency. Urgency gained editorial structure. Structure eventually required governance.",,""
03_the_learned_identity_004,body,"03 · THE LEARNED IDENTITY","Voice → Urgency → Structure → Formalization → Governance",,""
03_the_learned_identity_005,body,"03 · THE LEARNED IDENTITY","A · Superseded",,""
03_the_learned_identity_006,heading,"03 · THE LEARNED IDENTITY","Recognition and voice",,""
03_the_learned_identity_007,body,"03 · THE LEARNED IDENTITY","Earliest visual home for the voice · warmer than a finished practice.",,""
03_the_learned_identity_008,body,"03 · THE LEARNED IDENTITY","B · Superseded",,""
03_the_learned_identity_009,heading,"03 · THE LEARNED IDENTITY","Urgency and intervention",,""
03_the_learned_identity_010,body,"03 · THE LEARNED IDENTITY","Harder moments pulled the tone toward concentration and intervention.",,""
03_the_learned_identity_011,body,"03 · THE LEARNED IDENTITY","C · Superseded",,""
03_the_learned_identity_012,heading,"03 · THE LEARNED IDENTITY","Editorial structure",,""
03_the_learned_identity_013,body,"03 · THE LEARNED IDENTITY","Hierarchy and repeatable editorial patterns began to carry the work.",,""
03_the_learned_identity_014,body,"03 · THE LEARNED IDENTITY","D · Superseded",,""
03_the_learned_identity_015,heading,"03 · THE LEARNED IDENTITY","Formalization and governance",,""
03_the_learned_identity_016,body,"03 · THE LEARNED IDENTITY","Coherent enough to document publicly · still evolving underneath.",,""
03_the_learned_identity_017,body,"03 · THE LEARNED IDENTITY","Current · Governed",,""
03_the_learned_identity_018,heading,"03 · THE LEARNED IDENTITY","Governed System",,""
03_the_learned_identity_019,body,"03 · THE LEARNED IDENTITY","Lessons held together · a warmer system across editorial, product, and practice.",,""
03_the_learned_identity_020,body,"03 · THE LEARNED IDENTITY","The iterations were not detours. Each one encoded something the work had taught us.",,""
03_the_learned_identity_021,heading,"03 · THE LEARNED IDENTITY","Once the practice began evolving through use, evolution itself needed rules.",,""
03_the_learned_identity_022,label,"03 · THE LEARNED IDENTITY","Internal",,""
03_the_learned_identity_023,heading,"03 · THE LEARNED IDENTITY","System of Record",,""
03_the_learned_identity_024,body,"03 · THE LEARNED IDENTITY","The internal source of truth preserves decisions, lineage, migrations, and unresolved boundaries.",,""
03_the_learned_identity_025,list,"03 · THE LEARNED IDENTITY","One source of truth",,""
03_the_learned_identity_026,list,"03 · THE LEARNED IDENTITY","Historical lineage",,""
03_the_learned_identity_027,list,"03 · THE LEARNED IDENTITY","Migration rules",,""
03_the_learned_identity_028,list,"03 · THE LEARNED IDENTITY","Unresolved boundaries",,""
03_the_learned_identity_029,caption,"03 · THE LEARNED IDENTITY","INTERNAL · System of Record · Protected operating artifact",,""
03_the_learned_identity_030,label,"03 · THE LEARNED IDENTITY","External",,""
03_the_learned_identity_031,heading,"03 · THE LEARNED IDENTITY","Public Brand System",,""
03_the_learned_identity_032,body,"03 · THE LEARNED IDENTITY","The public system translates that truth into voice, typography, imagery, illustration, and implementation guidance.",,""
03_the_learned_identity_033,list,"03 · THE LEARNED IDENTITY","Brand story",,""
03_the_learned_identity_034,list,"03 · THE LEARNED IDENTITY","Voice & principles",,""
03_the_learned_identity_035,list,"03 · THE LEARNED IDENTITY","Color & type",,""
03_the_learned_identity_036,list,"03 · THE LEARNED IDENTITY","Photography & illustration",,""
03_the_learned_identity_037,caption,"03 · THE LEARNED IDENTITY","SHIPPED · criarsinculpas.com/brand · Warm Earth",,""
03_the_learned_identity_alt_038,alt,"03 · THE LEARNED IDENTITY","Generation A specimen · Recognition and voice",,"Image alt text · translate for accessibility"
03_the_learned_identity_alt_039,alt,"03 · THE LEARNED IDENTITY","Generation B specimen · Urgency and intervention",,"Image alt text · translate for accessibility"
03_the_learned_identity_alt_040,alt,"03 · THE LEARNED IDENTITY","Generation C specimen · Editorial structure",,"Image alt text · translate for accessibility"
03_the_learned_identity_alt_041,alt,"03 · THE LEARNED IDENTITY","Generation D specimen · Formalization and governance",,"Image alt text · translate for accessibility"
03_the_learned_identity_alt_042,alt,"03 · THE LEARNED IDENTITY","Current canonical specimen · Governed System",,"Image alt text · translate for accessibility"
03_the_learned_identity_alt_043,alt,"03 · THE LEARNED IDENTITY","Internal System of Record workspace for Criar Sin Culpas",,"Image alt text · translate for accessibility"
03_the_learned_identity_alt_044,alt,"03 · THE LEARNED IDENTITY","Current public Brand System palette on criarsinculpas.com/brand",,"Image alt text · translate for accessibility"
03_the_learned_identity_aria_045,aria,"03 · THE LEARNED IDENTITY","Brand evolution progression",,"Screen-reader label"
03_the_learned_identity_aria_046,aria,"03 · THE LEARNED IDENTITY","Historical brand generations",,"Screen-reader label"
03_the_learned_identity_aria_047,aria,"03 · THE LEARNED IDENTITY","Generation A palette",,"Screen-reader label"
03_the_learned_identity_aria_048,aria,"03 · THE LEARNED IDENTITY","Generation B palette",,"Screen-reader label"
03_the_learned_identity_aria_049,aria,"03 · THE LEARNED IDENTITY","Generation C palette",,"Screen-reader label"
03_the_learned_identity_aria_050,aria,"03 · THE LEARNED IDENTITY","Generation D palette",,"Screen-reader label"
04_visual_support_infrastruc_001,label,"04 · VISUAL SUPPORT INFRASTRUCTURE","Visual support infrastructure",,""
04_visual_support_infrastruc_002,heading,"04 · VISUAL SUPPORT INFRASTRUCTURE","Some moments are documented. / Others have to be interpreted.",,""
04_visual_support_infrastruc_003,lede,"04 · VISUAL SUPPORT INFRASTRUCTURE","Photography records lived reality. Illustration clarifies the emotional structure of a moment. Together, they help support feel human, recognizable, and usable.",,""
04_visual_support_infrastruc_004,heading,"04 · VISUAL SUPPORT INFRASTRUCTURE","Photography",,""
04_visual_support_infrastruc_005,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Records lived reality.",,""
04_visual_support_infrastruc_006,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Documentary",,""
04_visual_support_infrastruc_007,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Intimate",,""
04_visual_support_infrastruc_008,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Warm",,""
04_visual_support_infrastruc_009,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Human",,""
04_visual_support_infrastruc_010,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Unposed",,""
04_visual_support_infrastruc_011,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Natural light",,""
04_visual_support_infrastruc_012,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Emotional honesty",,""
04_visual_support_infrastruc_013,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Documentary, not marketing · the moment support becomes possible, not the moment it succeeds.",,""
04_visual_support_infrastruc_014,heading,"04 · VISUAL SUPPORT INFRASTRUCTURE","Illustration",,""
04_visual_support_infrastruc_015,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Clarifies the emotional structure of a moment.",,""
04_visual_support_infrastruc_016,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Un solo dibujo, cuatro distancias.",,""
04_visual_support_infrastruc_017,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Cine",,""
04_visual_support_infrastruc_018,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Foto",,""
04_visual_support_infrastruc_019,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Pin",,""
04_visual_support_infrastruc_020,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Símbolo",,""
04_visual_support_infrastruc_021,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Heart",,""
04_visual_support_infrastruc_022,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Brain",,""
04_visual_support_infrastruc_023,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","SOS",,""
04_visual_support_infrastruc_024,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Pause",,""
04_visual_support_infrastruc_025,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Prohibido",,""
04_visual_support_infrastruc_027,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Stethoscope",,""
04_visual_support_infrastruc_028,lede,"04 · VISUAL SUPPORT INFRASTRUCTURE","El sistema no decora. Sostiene.",,""
04_visual_support_infrastruc_029,label,"04 · VISUAL SUPPORT INFRASTRUCTURE","Visual production library",,""
04_visual_support_infrastruc_030,heading,"04 · VISUAL SUPPORT INFRASTRUCTURE","Eventually, even the imagery became a system.",,""
04_visual_support_infrastruc_031,lede,"04 · VISUAL SUPPORT INFRASTRUCTURE","Assets were named and organized with formats, tags, transformations, and production references. New publishing could begin from a shared visual language rather than from zero.",,""
04_visual_support_infrastruc_032,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Image",,""
04_visual_support_infrastruc_033,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Art direction",,""
04_visual_support_infrastruc_034,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Visual language",,""
04_visual_support_infrastruc_035,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","Production library",,""
04_visual_support_infrastruc_036,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Cine Editorial distance · Sueño",,""
04_visual_support_infrastruc_037,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Foto Doodle distance · Sueño",,""
04_visual_support_infrastruc_038,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Pin Compact mark · Sueño",,""
04_visual_support_infrastruc_039,caption,"04 · VISUAL SUPPORT INFRASTRUCTURE","Símbolo System glyph · reusable",,""
04_visual_support_infrastruc_040,body,"04 · VISUAL SUPPORT INFRASTRUCTURE","One drawing, four distances · then named, tagged, and filed for production.",,""
04_visual_support_infrastruc_alt_041,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Documentary portrait of Nari Gilberto",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_042,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Cine scale sleep illustration",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_043,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Foto scale sleep illustration",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_044,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Pin scale sleep illustration",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_045,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Símbolo open hand",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_046,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Heart symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_047,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Brain symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_048,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","SOS symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_049,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Pause symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_050,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Prohibido symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_051,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Pin symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_052,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Stethoscope symbol",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_053,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Sueño illustration at editorial distance",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_054,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Sueño illustration at doodle distance",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_055,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Sueño illustration at pin distance",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_alt_056,alt,"04 · VISUAL SUPPORT INFRASTRUCTURE","Open-hand symbol from the Criar Sin Culpas symbol set",,"Image alt text · translate for accessibility"
04_visual_support_infrastruc_aria_057,aria,"04 · VISUAL SUPPORT INFRASTRUCTURE","Illustration distance ladder",,"Screen-reader label"
04_visual_support_infrastruc_aria_058,aria,"04 · VISUAL SUPPORT INFRASTRUCTURE","Symbol set",,"Screen-reader label"
04_visual_support_infrastruc_aria_059,aria,"04 · VISUAL SUPPORT INFRASTRUCTURE","Symbol set extension",,"Screen-reader label"
04_visual_support_infrastruc_aria_060,aria,"04 · VISUAL SUPPORT INFRASTRUCTURE","Imagery progression",,"Screen-reader label"
04_visual_support_infrastruc_aria_061,aria,"04 · VISUAL SUPPORT INFRASTRUCTURE","Production library fragments",,"Screen-reader label"
05_designing_for_the_moment_001,label,"05 · DESIGNING FOR THE MOMENT","Designing for the moment",,""
05_designing_for_the_moment_002,heading,"05 · DESIGNING FOR THE MOMENT","Parents were not arriving to browse. / They were arriving in need.",,""
05_designing_for_the_moment_003,lede,"05 · DESIGNING FOR THE MOMENT","They were exhausted, emotionally activated, and often using one hand while caring for a child. That changed hierarchy, writing, navigation, protocol length, illustration, and the choices offered next.",,""
05_designing_for_the_moment_004,label,"05 · DESIGNING FOR THE MOMENT","What the moment demanded",,""
05_designing_for_the_moment_005,body,"05 · DESIGNING FOR THE MOMENT","Exhausted",,""
05_designing_for_the_moment_006,body,"05 · DESIGNING FOR THE MOMENT","Scanning",,""
05_designing_for_the_moment_007,body,"05 · DESIGNING FOR THE MOMENT","Holding a child",,""
05_designing_for_the_moment_008,body,"05 · DESIGNING FOR THE MOMENT","Emotionally activated",,""
05_designing_for_the_moment_009,body,"05 · DESIGNING FOR THE MOMENT","Looking for one useful sentence",,""
05_designing_for_the_moment_010,label,"05 · DESIGNING FOR THE MOMENT","What the experience changed",,""
05_designing_for_the_moment_011,list,"05 · DESIGNING FOR THE MOMENT","Stronger hierarchy",,""
05_designing_for_the_moment_012,list,"05 · DESIGNING FOR THE MOMENT","Shorter intervention paths",,""
05_designing_for_the_moment_013,list,"05 · DESIGNING FOR THE MOMENT","Scannability",,""
05_designing_for_the_moment_014,list,"05 · DESIGNING FOR THE MOMENT","Protocols",,""
05_designing_for_the_moment_015,list,"05 · DESIGNING FOR THE MOMENT","Navigation",,""
05_designing_for_the_moment_016,list,"05 · DESIGNING FOR THE MOMENT","Writing",,""
05_designing_for_the_moment_017,list,"05 · DESIGNING FOR THE MOMENT","Illustration",,""
05_designing_for_the_moment_018,list,"05 · DESIGNING FOR THE MOMENT","Support-choice architecture",,""
05_designing_for_the_moment_019,heading,"05 · DESIGNING FOR THE MOMENT","Scannability is a form of care.",,""
05_designing_for_the_moment_020,body,"05 · DESIGNING FOR THE MOMENT","LIVED USE Short sections, strong visual anchors, and immediate next steps reduced the amount a parent had to interpret while already overwhelmed.",,""
05_designing_for_the_moment_alt_021,alt,"05 · DESIGNING FOR THE MOMENT","StrategyIQ protocol world with a glowing central Meltdowns card, secondary protocol cards, and open space for live copy",,"Image alt text · translate for accessibility"
05_designing_for_the_moment_alt_022,alt,"05 · DESIGNING FOR THE MOMENT","Parent using the Criar Sin Culpas Desbordes protocol on a phone while holding a child's toy, with annotations showing why the experience works under pressure",,"Image alt text · translate for accessibility"
05_designing_for_the_moment_aria_023,aria,"05 · DESIGNING FOR THE MOMENT","Parent conditions",,"Screen-reader label"
05_designing_for_the_moment_aria_024,aria,"05 · DESIGNING FOR THE MOMENT","Design implications",,"Screen-reader label"
06_from_protocol_to_product__001,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","From protocol to product signal",,""
06_from_protocol_to_product__002,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Each protocol supported the moment. / Each use taught us what came next.",,""
06_from_protocol_to_product__003,lede,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Protocols were both interventions and product tests. They showed what parents reached for first, what language helped, and where immediate relief needed to become continued support.",,""
06_from_protocol_to_product__004,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Evidence / Product signal",,""
06_from_protocol_to_product__005,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","The strongest value was not more content. It was practical relief, navigable language, and continuity.",,""
06_from_protocol_to_product__006,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Use → Observe → Learn → Change",,""
06_from_protocol_to_product__007,caption,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","EVIDENCE Testing plan · Free support experience → signals → deeper structured offer",,""
06_from_protocol_to_product__008,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Behavioral evidence",,""
06_from_protocol_to_product__009,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","What behavior taught us",,""
06_from_protocol_to_product__010,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Observed site behavior in a 91-day reporting window shaped how support and pathway decisions were prioritized.",,""
06_from_protocol_to_product__011,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Evidence → Interpretation → Decision",,""
06_from_protocol_to_product__012,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Entry signal",,""
06_from_protocol_to_product__013,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Pantallas visitors",,""
06_from_protocol_to_product__014,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Evidence",,""
06_from_protocol_to_product__015,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Pantallas reached 71 visitors with 72% average scroll depth .",,""
06_from_protocol_to_product__016,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Interpretation",,""
06_from_protocol_to_product__017,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","A familiar, immediate conflict became the strongest protocol entry point.",,""
06_from_protocol_to_product__018,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Decision",,""
06_from_protocol_to_product__019,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Keep urgent, recognizable needs at the front of the public support layer.",,""
06_from_protocol_to_product__020,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Depth signal",,""
06_from_protocol_to_product__021,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","108 sec",,""
06_from_protocol_to_product__022,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Desbordes attention",,""
06_from_protocol_to_product__024,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Desbordes reached 41 visitors, 79% average scroll depth , and 108 seconds average time on page.",,""
06_from_protocol_to_product__026,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Parents did not only sample acute-support content. They stayed with it.",,""
06_from_protocol_to_product__028,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Prioritize concise intervention first, with enough depth to support understanding after the immediate moment.",,""
06_from_protocol_to_product__029,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Pathway signal",,""
06_from_protocol_to_product__030,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","~30%",,""
06_from_protocol_to_product__031,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Portal entries",,""
06_from_protocol_to_product__033,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","67 unique visitors triggered portal_entered, approximately 30% of the 223 visitors in the reporting window.",,""
06_from_protocol_to_product__035,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","A meaningful share moved beyond an individual page into the broader support environment.",,""
06_from_protocol_to_product__037,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Continue developing an owned pathway rather than treating protocols as isolated content.",,""
06_from_protocol_to_product__038,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Language signal",,""
06_from_protocol_to_product__039,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Language changes",,""
